IONQ
CRM
LRCX
ANET
PAYC
SQ
TTWO
SQ
WAL
LRCX
NOW
BBT
HUBS
TTD
TTWO
ANET
LRCX
ULTA
BDVSY
HURN
MWA
PRI
HLI
FCN
HURN
LPX
FCN
ABT
PSTG
FICO
SAP
TER
ADSK
INTU
SPOT
ENTG
SPOT
SPOT
ENTG
SAP
MELI
NFLX
META
META
WDAY
ORCL
RDDT
PSTG
SAP
SAP
INTU
NFLX
WDAY
LDNXF
ORCL
LDNXF
NFLX
AER
WDAY
CMCSA
UBER
NVDA
GE
BAYRY
ASML
MSFT
BAYRY
WDAY
GEV
UBER
AMZN
VMC
WWD
WWD
WWD
MLM
HLT
EL
BAYRY
PTC
INTU
DXCM
MLM
WWD
AER
HLT
GOOGL
AMZN
GEV
ABT
PLXS
PLXS
DCI
BAX
GPC
CVS
VSH
MUR
HUM
URI
ETN
MET
KO
GEVO
ROK
ACI
CVCO
TENB
IT
CVCO
CVCO
GPK
ZBH
PENN
AXTA
MODG
SSNC
AXTA
AXTA
AXTA
NDAQ
AXTA
TFC
BRK/B
HD
MA
NOW
ABT
ADBE
SYK
T
AJG
PAYX
APP
AMGN
NDAQ
MCHP
ELV
BLK
AMP
IBM
TMUS
CDNS
CI
TTWO
NWSA
ABNB
SHW
BR
PH
CTSH
BK
COIN
UNP
ICE
META
STT
PYPL
AIG
CIEN
PGR
TMO
COST
MCK
PLTR
SNPS
PEP
PAYC
GDDY
FFIV
BKNG
J
CINF
ODFL
CSGP
ROL
MGM
NVDA
SYF
TTD
EBAY
BLDR
PTC
MCHP
KR
ADSK
CDW
MO
RMD
IR
IP
GLW
MS
MOH
ZBRA
CRWD
UHS
AMAT
HSY
AVGO
IDXX
WMT
PM
ANET
ISRG
SCHW
KO
MCD
CSCO
AMZN
UNH
ORCL
CRM
DIS
QCOM
GOOGL
BSX
ADP
SPGI
INTU
ADSK
PANW
TSLA
ACN
KKR
UBER
TRV
MCO
PGR
CVS
LOW
BX
ALL
HUM
HOOD
DHR
FTNT
IBKR
AVB
PRU
NFLX
CPRT
CVNA
FISV
AXP
AON
BRO
FICO
EFX
ARES
VRSK
SQ
DDOG
WDAY
VLTO
DASH
ROK
WRB
XYL
BBY
IT
PODD
CBRE
CRH
ULTA
ROP
IQV
FOXA
FTV
EXPE
TROW
COF
EPAM
LULU
MCHP
HD
MA
AAPL
TMO
BKNG
BLK
BRK/B
V
ABBV
ISRG
LRCX
BX
SPGI
UBER
MCO
MCHP
QCOM
CRWD
CTSH
KLAC
ADSK
CIHHF
DDOG
FLT
ADI
BRK/B
DIS
BAC
ACI
APTV
PLTR
MU
APP
CMPOV
CMPOV
IT
IT
IT
PINS
CSU.TO
MPWR
SBUX
CSU.TO
DECK
ACI
IT
TER
BX
GPK
IT
LIN
VLRS
FDS
PINS
AMRZ
ACI
CVNA
ACI
AS5.F
EXPE
LULU
ACI
KEYS
MMM
ACI
ALB
TJX
SWK
SBUX
BMY
SYF
SMCI
HOOD
GEHC
JNJ
APD
788.DU
ACI
TTD
LOW
788.DU
CRDO
COIN
CEG
IT
CRDO
CRDO
NCR
COIN
TENB
CRDO
AMD
LULU
CRDO
AMZN
NVDA
IBM
AMAT
AVGO
MA
XEL
BSX
ORLY
SCHW
AJG
VRTX
AXP
V
COF
NVDA
MCHP
ORCL
GOOGL
PM
CTVA
VRSK
CDNS
NDAQ
PANW
BK
GPK
ROP
BKNG
NXPI
PENN
WDAY
APO
SNPS
GOOGL
ABNB
KKR
EA
NFLX
FTNT
BLK
AEE
JKHY
NDAQ
ADI
TSLA
AXTA
EW
PTC
AXTA
UBER
ZBH
GM
DELL
FTV
EFX
TFC
ANET
FDS
WBD
ROK
CMI
STX
RVTY
SQ
GOOGL
MODG
WDC
SSNC
CSGP
SCHW
STE
AXTA
LLY
GRMN
AXTA
AXTA
FICO
SPGI
TSLA
GEN
MODG
CAH
FCX
CNC
NWSA
INTC
LYV
TFC
GPK
BSX
DXCM
ARES
ZBH
ADSK
C
LIN
NTRS
DPZ
PENN
SSNC
WST
EBAY
VRSN
GOOGL
SSNC
RE
STT
GOOGL
TJX
NTRS
XEL
TTWO
SSNC
VST
GEHC
IBKR
CRL
DASH
LUV
MOH
BIIB
PWR
MU
ANET
SSNC
AXTA
BBVA
V
MA
PAYX
NOW
PGR
INTU
ADBE
SONY
FISV
SAP
BSX
TMUS
SYK
NVO
FICO
KMB
CI
ORCL
ELV
CRWD
ARES
AON
T
ABNB
TTWO
NKE
FTNT
NFLX
HD
CHTR
MRSH
ZBH
SBUX
CTSH
AMCR
GDDY
GEN
RELX
PAYC
ERIE
DASH
DPZ
PODD
LULU
COIN
BAX
FTV
GEHC
YUM
SMCI
IP
CSGP
DXCM
SMFKY
RIO
MCHP
UNH
ABT
SAP
CRM
BKNG
AZN
SMFG
UBER
HSBC
AMZN
BRK/B
SPGI
HCA
AMD
ISRG
KKR
ING
VRSK
PANW
AJG
ADP
DIS
CPRT
QCOM
APP
ADSK
KO
BX
ROP
ICE
PYPL
CBRE
SNPS
RIO
SHEL
HUM
JPM
BRO
HIG
ASML
IT
TSM
APO
STZ
EFX
FDS
GPN
CGEMY
SQ
TTD
WDAY
MCO
DGX
CVNA
ROL
ACN
INTC
GPC
WRB
CMCSA
IDXX
TYL
PTC
DE
BBY
DELL
MOH
BR
MSCI
OMC
TM
TAK
NVS
KO
VCISY
ADRNY
CMPGY
SIEGY
IDEXY
SBGSY
ENLAY
IFNNY
AMAT
MIR
CEG
CRM
CAT
XEL
NFLX
ISRG
ABT
NFLX
ISRG
FCN
DHR
ABT
NFLX
INTU
INTU
KMI
TSM
AJG
AJG
AJG
CRDO
CRDO
TECH
BJ
BJ
BJ
BJ
BJ
BRO
BRO
CHRW
CHRW
CHRW
CHRW
CDW
CLH
EME
EME
ENTG
ENTG
FBIN
LH
LH
MORN
MORN
MORN
NDAQ
PAYX
PAYX
ROL
ROL
ROL
SGI
STE
MIDD
MIDD
MIDD
MIDD
TSCO
VIK
VIK
VIK
UNH
AZO
INTU
ABT
ACN
AMD
BABA
AMZN
AME
APPF
APP
APP
AJG
SQ
BKNG
BSX
COF
SKY
CVX
COIN
CAG
COP
CTRA
CDAY
DPZ
DASH
EOG
EQT
ERIE
RE
EXE
XOM
FICO
FSS
FIS
FSLR
CRDO
CRDO
CRDO
CRDO
CRDO
GE
GD
GIS
GDDY
ILMN
IBM
IVZ
INVH
KVUE
KMI
MU
MU
MSFT
MHVIY
OXY
OKE
ORCL
CRDO
PFE
PRIM
PGR
PRU
HOOD
ROP
SWKS
STE
TSM
TSM
TRGP
TEL
DSGX
TTD
THR
TPH
UBER
RARE
UAL
UNH
VCYT
VRSN
VRSK
DIS
WBD
WMB
XIACF
ZTS
VZ
GOOGL
AMZN
AEP
AMGN
AAPL
T
AVGO
CVX
ETN
LLY
FITB
IBP
IBM
IBM
KR
LRCX
LRCX
MPC
MEDP
MSFT
PH
PH
PG
RPM
CRM
CRM
V
BRO
BRO
PYPL
PYPL
NOW
NOW
TTD
TTD
UBER
NTAP
MSFT
KR
UNP
PG
AMAT
ADBE
HD
PEP
VZ
MA
PEP
WAT
PG
BBAI
BBAI
SIRI
ITW
PAYX
BLK
ADI
AVGO
GOOGL
ARLP
CRDO
MTZ
MPWR
MCK
LRN
GS
FCFS
DELL
CRS
CRNX
COHR
C
APG
AMKR
AIT
ADBE
GILD
ICE
NSRGY
SNDR
NOW
UBER
AMD
GOOGL
AAPL
LRCX
META
MU
HSY
HSY
HSY
C
CRNX
GEV
JPM
PLTR
HOOD
SHOP
TMUS
VSAT
WMT
WAT
AMZN
LLY
MSFT
PH
PG
PGR
CRM
V
T
COIN
GNPX
HOG
DNUT
CRNX
CRNX
VZ
GS
ABT
GM
JNJ
MKL
MSFT
SYK
STT
NVDA
NVDA
CHRD
DT
EVVTY
CRNX
AWK
PAYX
SPGI
AEIS
CYTK
AJINY
BABA
AMZN
ABCB
AME
APA
ANET
ASML
AZO
AZTA
BKR
SAN
BIIB
BE
BSX
BRO
CCJ
CP
COF
CATY
CF
SCHW
CVX
CVX
CHRD
CB
CSCO
NET
CME
COIN
COLB
CMCSA
CAG
COP
COP
CSGP
COST
CYTK
CSWI
DHI
DLTR
DASH
DASH
DASH
DD
ETN
EPAC
EOG
RE
XOM
FBK
FBK
FDX
FSLR
FNV
GE
GEV
GD
GBCI
GPORQ
HAL
HESAY
HD
HMN
INTC
ISRG
IVZ
KVUE
KEY
KMI
LGN
LEN
FINMY
LGND
LGND
LIN
LYB
MTSI
MGY
MTDR
MEDP
MELI
META
MTX
MHVIY
MOS
NVDA
OKE
ORCL
PLTR
PAAS
CYTK
PG
PGR
PRU
PTC
PWR
REG
RNMBY
HOOD
RTX
SNDK
SBGSY
SNDR
SMTC
SHAK
SLGN
SLGN
SWKS
SOI
STLD
TSM
TRGP
TCEHY
TSLA
TXRH
KHC
TTD
TDG
UPS
VLO
VLTO
VRSK
VRT
WRB
WRB
DIS
WBD
WPM
WMB
WDAY
XIACF
V
PYPL
NFLX
XOM
ETN
DIS
DXCM
CVS
CAT
AAPL
UNP
OMC
OMC
MU
MU
LRCX
FISV
HWM
PH
TTD
TTD
FNF
SIRI
FCN
IFF
MELI
NSIT
NFLX
PSTG
SAP
INTU
WDAY
SAP
MELI
MSFT
MELI
CMCSA
EIG
ASML
AER
WWD
ASML
ASML
AA
ASML
PINS
HSIC
ARW
PLXS
IFF
BAX
GPC
CVS
MRK
DLTR
MSFT
MSFT
NVDA
WMT
SONY
HTGC
LOW
TJX
ETN
UBER
SBUX
EIG
MPWR
MCK
LRN
FCFS
CRS
C
APG
AMKR
ADBE
EGIE3.SA
MPWR
MCK
LRN
FCFS
CRS
C
APG
AMKR
ADBE
SBUX
NVDA
HD
SBUX
NVDA
MCD
GOOGL
GOOGL
IREN
META
NFLX
TSM
GOOGL
AMZN
AEP
AMGN
AMGN
AAPL
T
AVGO
AVGO
ETN
LLY
HD
IBP
IBP
JPM
JPM
KR
LRCX
MEDP
MEDP
MSFT
MSFT
PH
PG
PGR
RPM
RPM
CRM
VRTX
V
AAPL
IBP
JPM
KR
TECH
BJ
IDXX
LH
MORN
PTC
PTC
SGI
SGI
TRMB
TRMB
VIK
WAB
WAB
WAB
BRK/B
MRSH
JPM
IREN
FLR
NOC
XOM
JPM
GOOGL
EOG
AAPL
AMZN
WMT
V
MSFT
UNH
NVDA
AMZN
AAPL
UNH
NVDA
XOM
NVDA
AAPL
GOOGL
UPS
AMZN
V
HON
LLY
CMCSA
AB
GOOGL
GOOGL
AMZN
AMZN
AAPL
AAPL
NVDA
NVDA
PYPL
TEM
NVST
VST
DIS
FMAO
T
CBRL
HY
HY
KD
PFE
FIHL
SOLV
UNH
AVGO
AVGO
IBM
IBM
LRCX
LRCX
MSFT
MSFT
PG
ASHGY
ASHGY
ASHGY
ASHGY
FWONK
LLYVK
SWK
LLYVK
LLYVK
SNREY
ATO
MCK
MCK
PEP
PEP
PEP
PEG
SO
GOOGL
FIG
FIG
IREN
OPEN
CAT
LLY
JPM
COF
RTX
GOOGL
ICE
DE
BSX
MSFT
GS
LRCX
KO
AMZN
NVDA
CRM
IQV
ELV
AXP
CVX
AAPL
META
MA
HLT
AMAT
COST
ISRG
HD
INTU
NOW
COP
GOOGL
BX
AVGO
BR
BRO
SCHW
DG
LULU
MGA
NXPI
PANW
RCL
SBUX
SNPS
TXT
TMUS
TFC
ULTA
CVX
FANG
JPM
RTX
FERG
NFLX
MMM
ABT
ABBV
APD
GOOGL
AXP
ADI
AJG
BAC
BX
BA
BMY
COF
CARR
SCHW
CVX
CME
CMS
CMS
CMCSA
COP
DHR
DE
DOV
ETN
LLY
EOG
FIS
GD
GS
HD
IBM
JNJ
MCD
MDT
MRK
MSFT
MDLZ
MS
NEE
NSC
NXPI
PKG
PEP
PM
PG
PGR
PEG
RSG
RTX
STX
NOW
TXN
BK
CI
TJX
UNP
UNH
VZ
WMT
WFC
XEL
AAPL
GOOGL
OZK
IZ1.MU
GS
GS
MS
APD
LNG
CVLT
MTHRY
SE
NOW
SSMXY
UBER
UTZ
FSV
DRI
META
MDLZ
VRSK
WM
MMM
ABT
ABT
ABBV
ABBV
ABBV
ABBV
ACN
ACN
ACN
ACN
ADBE
ADBE
AMD
ACI
ACI
AA
GOOGL
AMZN
AMZN
AMZN
AFG
AFG
AIG
AIG
AMGN
AMGN
AAPL
AAPL
AAPL
AAPL
AJG
AJG
AZPN
AZPN
AIZ
AZN
T
T
T
BA
BA
BAH
BMY
BMY
AVGO
AVGO
AVGO
CNC
CNC
CF
CF
CVX
CMG
CMG
CSCO
C
C
KO
DHR
DE
DE
DVN
DLTR
DOV
DOV
DBX
DBX
DUK
DY
EXE
EXE
GTES
GLOB
GLOB
GLOB
GS
GS
HPE
HPE
DINO
DINO
HUM
FSV
IR
IR
INTC
ICE
IBM
INTU
JCI
JCI
JCI
JPM
KVUE
KVUE
LVS
LVS
LOW
LOW
MKC
MCK
META
META
META
META
MTD
MTD
MTD
MU
MU
MU
MU
MSFT
MSFT
MSFT
MSFT
NEE
NEE
NEE
NUE
NVDA
NVDA
PH
PFE
PM
PINS
PINS
PNC
PG
PEG
PVH
PVH
DGX
DGX
RELX
RBLX
RBLX
SAIA
CRM
CRM
CRM
CRM
CRM
SLB
SLB
STT
STT
SF
SYK
SYK
SYF
TSM
TSM
TSM
TTWO
TTWO
TPR
TPR
TPR
BK
BK
CI
CI
KHC
KHC
DIS
TMO
TMO
TMO
TW
TW
URI
UNH
UNH
UNH
UHS
UHS
VRTX
V
V
DIS
WBD
WBD
WBD
WAT
WAT
WAT
WFC
WSM
WSM
WDAY
WDAY
WDAY
WDAY
PRMW
MTZ
LRN
GS
DELL
FSV
COHR
AIT
PRMW
PRMW
MTZ
LRN
GS
DELL
FSV
COHR
AIT
LAZR
WFC
SMCI
MSFT
ANET
AAPL
SMCI
MSI
BSX
FSV
ABT
ACN
AMD
FSV
AGIO
AJINY
BABA
AMZN
AMZN
AMCR
APP
ARMK
ARQT
ANET
AJG
AZN
AZO
BKR
BRK/B
SQ
BE
BA
BKNG
BSX
BMY
AVGO
CCJ
CP
CBOE
SCHW
CVX
CLX
NET
COIN
COIN
CAG
STZ
CSGP
COST
CTRA
DASH
DASH
ETN
ERIE
EXE
FICO
RACE
FIS
FISV
FLEX
GEV
GIS
GPN
GPN
HAL
HESAY
HD
IBM
ISRG
INVH
ITT
K
LEN
LIN
LMT
LPLA
MCK
MELI
MRK
META
MSFT
MHVIY
MUFG
NFLX
NTDOY
NVDA
NVDA
ORCL
ORCL
PFE
PRIM
PG
PWR
PWR
RNMBY
HOOD
RBLX
SBGSY
SPOT
SARO
SYK
SUPN
TSM
TRGP
TCEHY
CPB
CPB
CI
COO
COCO
TDG
UBER
UAL
UNH
VRSN
VRSK
VRT
WDAY
XIACF
ZTS
CSCO
MELI
NFLX
PLTR
HOOD
SHOP
THC
BA
CBRL
GNPX
HOG
ABT
ABT
FIX
FIX
INTC
VZ
FWONK
FWONK
K
MSFT
AAPL
GOOGL
TECH
TECH
BRO
BRO
CDW
CDW
CLH
IDXX
LYV
MLM
PTC
PTC
PWR
TDY
TSCO
TSCO
EFC
KO
HD
IBM
JNJ
PPG
BHP
CSWI
DASTY
EW
FIS
HD
HUBS
KKR
PG
CMG
FBC
ETN
LLY
HD
CBRL
CBRL
CBRL
HOG
HY
VZ
BABA
AWK
APO
CVS
MSFT
NVDA
BRK/B
K
WFC
JNJ
SYK
TXN
GOOGL
GOOGL
GOOGL
GOOGL
GOOGL
ARM
T
CRWV
IREN
MSFT
MSFT
NFLX
NFLX
SOUN
UBER
T
ABT
AMD
BABA
BABA
ALKT
ALIZY
GOOGL
GOOGL
AMZN
AMZN
AMCR
DOX
APO
AAPL
APP
ANET
AZN
AZO
BCS
BRK/B
BCRX
SQ
BE
BA
BKNG
BSX
BMY
AVGO
BRO
BYDDF
CCJ
CP
CP
CAT
CBOE
CVX
CMG
CLX
NET
COIN
CMCSA
CMCSA
CAG
STZ
CTRA
CSWI
CSWI
DHI
DBSDY
DECK
DASH
DASH
DOW
DD
ETN
LLY
RE
EXE
FDS
RACE
FIS
FWRG
FISV
FISV
FCX
GEV
GPN
HAL
HESAY
HD
HON
HUM
IBDRY
FSV
INTC
IBM
IBM
IFF
IP
ISRG
ITT
JKHY
JKHY
JPM
KVUE
KMB
KKR
LB
LB
LGN
LEN
LMT
LULU
MTB
MTSI
MA
MCK
MELI
MRK
META
MSFT
MSFT
MHVIY
MUFG
MOH
TAP
MDB
MS
NFLX
NTDOY
NOVT
NVDA
NXPI
OXY
OKE
ORCL
PLTR
PLTR
PFE
PRIM
PRIM
PG
FBRT
PWR
RBC
REGN
RSNHF
RNMBY
HOOD
RBLX
RBLX
SAP
SBGSY
NOW
SMNEY
SMFKY
SPOT
SPOT
SPXC
SARO
SF
SYK
SMCI
SNPS
TSM
TRGP
TRGP
TCEHY
TSLA
CPB
CI
WWE
TDG
UBER
UFPI
UNCRY
UPS
UNH
VCYT
VRSK
VRT
VTRS
VIAV
WMT
WBD
WFC
WPM
XIACF
ZTS
MMM
ABT
ABBV
ADBE
APD
GOOGL
AXP
ADI
AJG
BAC
BX
BMY
COF
CARR
SCHW
CVX
CME
CMS
CMCSA
COP
DHR
DE
DOV
ETN
LLY
EOG
FIS
GD
GS
HD
IBM
IP
JNJ
MCD
MDT
MRK
MSFT
MDLZ
MDLZ
MS
NEE
NSC
NXPI
PKG
PEP
PM
PG
PGR
DGX
RSG
RTX
STX
TXN
BK
CI
TJX
UNP
UNH
VRSK
VZ
WMT
WFC
XEL
ABT
APD
AWK
ADI
AAPL
ADP
BRK/B
BLK
CSCO
COST
EMR
HD
ITW
ICE
JNJ
LHX
MCD
MDT
MSFT
NEE
PEP
PG
UNH
V
WMT
ATR
VVV
FBRT
GENI
LPX
MSA
UNH
SAP
LEN
GOOGL
AER
ASML
HUM
FCFS
SSD
G
GPC
IFF
TPR
LVS
META
JNJ
TMO
ETN
NVDA
GOOGL
SBUX
WIX
FCNCA
DOV
DOV
WIX
SOLV
WIX
LLY
NFLX
DHR
IFF
CMG
GM
AVGO
BRK/B
GM
AMZN
NVR
FERG
KO
PINS
FDS
ADBE
ELAN
MU
HOLX
GOOGL
PENN
HOLX
MU
MU
GM
GM
SPGI
ADP
COST
APO
BMY
CPRT
ADBE
CME
STZ
ABNB
TGT
PRU
ZTS
APD
MRSH
BRO
CL
AON
PG
BR
UDR
REGN
KMB
ISRG
BKNG
CI
GWW
CMG
CB
MCK
DPZ
EA
MAR
FLT
J
PKG
MAA
CDAY
JKHY
SQ
EBAY
LYB
PAYC
FAST
INVH
CRM
KDP
CTSH
CCL
KKR
BALL
LKQ
IP
FOXA
STT
ODFL
SHW
EME
DIS
PFG
COF
MLM
DHR
BRK/B
LIN
SBUX
RSG
PM
CTAS
WM
APP
VZ
MO
BX
ICE
CMCSA
PGR
CSGP
EFX
SYK
MET
LOW
AVB
CHTR
ELV
TMUS
EQR
SYY
PPG
FDS
CZR
BAX
AMP
FISV
HLT
DASH
BDX
ADI
YUM
KVUE
PYPL
PAYX
ACGL
AMCR
CDNS
VRSK
NXPI
DOW
CTVA
GPN
DIS
PINS
GPK
NCR
FDS
AXTA
DECK
AXTA
FDS
PINS
TENB
DECK
AXTA
GPK
DECK
GPK
TENB
DECK
AXTA
NCR
AMRZ
ZBH
AXTA
AXTA
DECK
HOLX
PENN
MU
MU
MU
HOLX
ELAN
GOOGL
GOOGL
MU
UCTT
ELAN
ULTA
GOOGL
ULTA
ULTA
AXTA
GOOGL
COST
SAP
AXAHY
IDEXY
CL
ISRG
SPGI
UDR
CPRT
PGR
MAA
SBUX
SHW
MCHP
INVH
ROP
CMCSA
SYK
FTNT
INTU
CBRE
VZ
BRO
TM
APO
FISV
KDP
MET
CDAY
ZTS
CRM
FLT
GIS
FDS
GWW
APD
UNH
LULU
STZ
CAG
KVUE
HRL
ABNB
DDOG
